Case Number,EVENTTIME,ACTIVITY_EN,Flag
4871616860,2023-05-22 19:03:18,Email Inbound,0
4871616860,2023-05-22 19:03:30,Call Session Start,1
4871616860,2023-05-22 19:03:54,Customer Chat Initiated,0
4871616860,2023-05-22 19:12:16,Call Outbound,0
4871616860,2023-05-22 19:13:16,Set No Reply Required,0
4871616860,2023-05-22 19:13:18,Call Session End,0
4871616860,2023-05-22 19:21:28,Create Work Order,0
4871616860,2023-05-22 19:52:59,Submit Work Order,0
4871616860,2023-05-22 19:58:00,Manual Case Created,0
4871616860,2023-05-22 20:01:47,Set Case Status To Closed,0
4871616860,2023-05-22 20:04:43,Call Inbound,0
4871616860,2023-05-22 20:05:58,Set Work Order Status to Closed,0
4871616860,2023-05-22 20:06:40,Set Work Order Status to Approved,0
4871616860,2023-05-22 20:10:58,Set Work Order Status to Pending,0
4871616860,2023-05-22 20:10:59,Set Case Status To Completed,0
4871616860,2023-05-22 20:15:31,Task Created: Review/ Follow Up,0
4871616860,2023-05-22 20:15:32,Task Completed: Review/ Follow Up,0
4871616860,2023-05-22 20:16:32,Email Outbound,0
4871616860,2023-05-22 20:17:24,Email Inbound,0
4871616860,2023-05-22 20:22:20,Call Session Start,1
4871616860,2023-05-22 20:22:26,Customer Chat Initiated,0
4871616860,2023-05-22 20:28:08,Call Outbound,0
4871616860,2023-05-22 20:40:07,Set No Reply Required,0
4871616860,2023-05-22 20:43:09,Call Session End,0
4871616860,2023-05-22 20:43:09,Create Work Order,0
4871616860,2023-05-22 20:43:09,Submit Work Order,0
4871616860,2023-05-22 20:43:09,Manual Case Created,0
4871616860,2023-05-22 20:43:09,Set Case Status To Closed,0
4871616860,2023-05-22 20:43:09,Call Inbound,0
4871616860,2023-05-22 20:44:51,Set Work Order Status to Closed,0
4871616860,2023-05-22 20:48:18,Set Work Order Status to Approved,0
4871616860,2023-05-22 21:01:01,Set Work Order Status to Pending,0
4871616860,2023-05-22 21:01:02,Set Case Status To Completed,0
4871616860,2023-05-22 21:04:30,Task Created: Review/ Follow Up,0
4871616860,2023-05-22 21:04:30,Task Completed: Review/ Follow Up,0
4871616860,2023-05-22 21:04:32,Email Outbound,0
4871616860,2023-05-22 21:04:38,Email Inbound,0
4871616860,2023-05-22 21:04:38,Call Session Start,1
4871616860,2023-05-22 21:04:42,Customer Chat Initiated,0
4871616860,2023-05-22 21:04:42,Call Outbound,0
4871616860,2023-05-22 21:05:41,Set No Reply Required,0
4871616860,2023-05-22 21:05:41,Call Session End,0
4871616860,2023-05-22 21:06:13,Create Work Order,0
4871616860,2023-05-22 21:49:05,Submit Work Order,0
4871616860,2023-05-22 21:49:49,Manual Case Created,0
4871616860,2023-05-22 21:50:31,Set Case Status To Closed,0
4871616860,2023-05-22 21:56:00,Call Inbound,0
4871616860,2023-05-25 00:09:03,Set Work Order Status to Closed,0
4871616860,2023-05-25 00:09:48,Set Work Order Status to Approved,0
4871616860,2023-05-25 00:09:56,Set Work Order Status to Pending,0
4871616860,2023-05-30 00:23:49,Set Case Status To Completed,0
4871616860,2023-05-30 00:23:57,Task Created: Review/ Follow Up,0
4871616860,2023-05-30 00:24:15,Task Completed: Review/ Follow Up,0
4871616860,2023-06-02 00:09:24,Email Outbound,0
4871616860,2023-06-02 00:09:48,Email Inbound,0
4871616860,2023-06-02 00:10:04,Call Session Start,1
4871616860,2023-06-02 12:41:02,Customer Chat Initiated,0
4871616860,2023-06-02 20:32:42,Call Outbound,0
4871616860,2023-06-02 20:32:42,Set No Reply Required,0
4871616860,2023-06-02 20:32:44,Call Session End,0
4871616860,2023-06-06 00:28:48,Create Work Order,0
4871616860,2023-06-06 00:29:13,Submit Work Order,0
4871616860,2023-06-06 00:29:20,Manual Case Created,0
4871616860,2023-06-06 18:24:24,Set Case Status To Closed,0
4871616860,2023-06-06 18:24:24,Call Inbound,0
4871616860,2023-06-07 23:04:09,Set Work Order Status to Closed,0
4871616860,2023-06-07 23:04:29,Set Work Order Status to Approved,0
4871616860,2023-06-07 23:04:40,Set Work Order Status to Pending,0
4871616860,2023-06-08 16:28:16,Set Case Status To Completed,0
4871616860,2023-06-13 00:25:52,Task Created: Review/ Follow Up,0
4871616860,2023-06-13 00:27:58,Task Completed: Review/ Follow Up,0
4871616860,2023-06-13 00:28:05,Email Outbound,0
4871616860,2023-06-13 23:27:33,Email Inbound,0
4871616860,2023-06-14 23:22:55,Call Session Start,1
4871616860,2023-06-14 23:23:14,Customer Chat Initiated,0
4871616860,2023-06-14 23:23:50,Call Outbound,0
4871616860,2023-06-14 23:24:42,Set No Reply Required,0
4871616860,2023-06-14 23:44:40,Call Session End,0
4871616860,2023-06-15 13:17:52,Create Work Order,0
4871616860,2023-06-15 13:38:43,Submit Work Order,0
4871616860,2023-06-15 15:53:45,Manual Case Created,0
4871616860,2023-06-15 15:53:46,Set Case Status To Closed,0
4871616860,2023-06-15 16:03:29,Call Inbound,0
4871616860,2023-06-15 16:04:19,Set Work Order Status to Closed,0
4871616860,2023-06-15 16:04:21,Set Work Order Status to Approved,0
4871616860,2023-06-15 16:09:49,Set Work Order Status to Pending,0
4871616860,2023-06-15 16:09:49,Set Case Status To Completed,0
4871616860,2023-06-15 16:09:51,Task Created: Review/ Follow Up,0
4871616860,2023-06-15 16:09:51,Task Completed: Review/ Follow Up,0
4871616860,2023-06-15 16:10:10,Email Outbound,0
4871616860,2023-06-15 16:24:23,Email Inbound,0
4871616860,2023-06-15 16:25:52,Call Session Start,1
4871616860,2023-06-16 22:41:05,Customer Chat Initiated,0
4871616860,2023-06-16 22:41:11,Call Outbound,0
4871616860,2023-06-16 22:42:04,Set No Reply Required,0
4871616860,2023-06-20 00:40:47,Call Session End,0
4871616860,2023-06-20 00:41:14,Create Work Order,0
4871616860,2023-06-20 00:41:28,Submit Work Order,0
4871616860,2023-06-20 19:42:05,Manual Case Created,0
4871616860,2023-06-20 19:42:08,Set Case Status To Closed,0
4871616860,2023-06-20 21:00:56,Call Inbound,0
4871616860,2023-06-20 21:21:36,Set Work Order Status to Closed,0
4871616860,2023-06-20 21:50:21,Set Work Order Status to Approved,0
4871616860,2023-06-20 22:03:57,Set Work Order Status to Pending,0
4871616860,2023-06-20 22:03:57,Set Case Status To Completed,0
4871616860,2023-06-20 22:03:58,Task Created: Review/ Follow Up,0
4871616860,2023-06-20 22:03:59,Task Completed: Review/ Follow Up,0
4871616860,2023-06-20 22:04:05,Email Outbound,0
4871616860,2023-06-20 22:07:26,Email Inbound,0
4871616860,2023-06-20 22:32:36,Call Session Start,1
4871616860,2023-06-21 00:53:44,Customer Chat Initiated,0
4871616860,2023-06-21 00:54:06,Call Outbound,0
4871616860,2023-06-22 15:24:40,Set No Reply Required,0
4871616860,2023-06-22 15:33:04,Call Session End,0
4871616860,2023-06-22 15:34:03,Create Work Order,0
4871616860,2023-06-22 15:34:10,Submit Work Order,0
4871616860,2023-06-22 15:37:30,Manual Case Created,0
4871616860,2023-06-22 15:38:22,Set Case Status To Closed,0
4871616860,2023-06-23 14:39:54,Call Inbound,0
4871616860,2023-06-26 16:01:35,Set Work Order Status to Closed,0
4871616860,2023-06-28 15:18:02,Set Work Order Status to Approved,0
4871616860,2023-06-28 15:18:10,Set Work Order Status to Pending,0
4871616860,2023-06-28 15:18:34,Set Case Status To Completed,0
4871616860,2023-06-28 15:23:14,Task Created: Review/ Follow Up,0
4871616860,2023-06-28 15:24:22,Task Completed: Review/ Follow Up,0
4871616860,2023-06-28 16:19:33,Email Outbound,0
4871616860,2023-06-29 20:12:10,Email Inbound,0
4871616860,2023-06-29 20:12:10,Call Session Start,1
4871616860,2023-06-29 20:12:13,Customer Chat Initiated,0
4871616860,2023-06-29 20:12:13,Call Outbound,0
4871616860,2023-06-29 20:12:16,Set No Reply Required,0
4871616860,2023-06-29 20:12:16,Call Session End,0
4871616860,2023-06-29 20:33:12,Create Work Order,0
4871616860,2023-06-30 11:58:56,Submit Work Order,0
4871616860,2023-06-30 20:17:41,Manual Case Created,0
4871616860,2023-06-30 20:17:41,Set Case Status To Closed,0
4871616860,2023-06-30 20:22:49,Call Inbound,0
4871616860,2023-06-30 20:24:14,Set Work Order Status to Closed,0
4871616860,2023-06-30 20:24:15,Set Work Order Status to Approved,0
4871616860,2023-07-03 20:21:16,Set Work Order Status to Pending,0
4871616860,2023-07-03 21:46:44,Set Case Status To Completed,0
4871616860,2023-07-03 21:46:51,Task Created: Review/ Follow Up,0
4871616860,2023-07-03 21:47:05,Task Completed: Review/ Follow Up,0
4871616860,2023-07-03 21:48:18,Email Outbound,0
4871616860,2023-07-04 20:34:52,Email Inbound,0
4871616860,2023-07-04 20:58:26,Call Session Start,1
4871616860,2023-07-05 18:32:30,Customer Chat Initiated,0
4871616860,2023-07-06 11:25:17,Call Outbound,0
4871616860,2023-07-06 11:25:35,Set No Reply Required,0
4871616860,2023-07-06 11:36:05,Call Session End,0
4871616860,2023-07-06 11:39:01,Create Work Order,0
4871616860,2023-07-06 18:04:08,Submit Work Order,0
4871616860,2023-07-06 18:04:10,Manual Case Created,0
4871616860,2023-07-06 18:08:14,Set Case Status To Closed,0
4871616860,2023-07-06 18:08:30,Call Inbound,0
4871616860,2023-07-06 18:08:30,Set Work Order Status to Closed,0
4871616860,2023-07-06 18:33:32,Set Work Order Status to Approved,0
4871616860,2023-07-06 18:54:31,Set Work Order Status to Pending,0
4871616860,2023-07-06 19:02:14,Set Case Status To Completed,0
4871616860,2023-07-06 19:03:45,Task Created: Review/ Follow Up,0
4871616860,2023-07-06 19:16:25,Task Completed: Review/ Follow Up,0
4871616860,2023-07-06 19:25:00,Email Outbound,0
4871616860,2023-07-06 19:33:39,Email Inbound,0
4871616860,2023-07-20 14:41:52,Call Session Start,1
4871616860,2023-08-24 13:47:49,Customer Chat Initiated,0
4871616860,2023-09-29 19:20:50,Call Outbound,0
4871616860,2023-10-07 21:06:06,Set No Reply Required,0
4871616860,2023-10-12 18:51:07,Call Session End,0
4871616860,2023-10-16 13:23:03,Create Work Order,0
4871616860,2023-11-20 12:10:14,Submit Work Order,0
4871616860,2023-11-20 12:15:42,Manual Case Created,0
4871616860,2023-11-21 18:02:22,Set Case Status To Closed,0
4871616860,2023-11-21 19:42:38,Call Inbound,0
4871616860,2023-11-21 19:43:23,Set Work Order Status to Closed,0
4871616860,2023-11-21 19:50:02,Set Work Order Status to Approved,0
4871616860,2023-11-21 19:53:43,Set Work Order Status to Pending,0
4871616860,2023-11-27 20:07:54,Set Case Status To Completed,0
4871616860,2023-12-15 18:13:33,Task Created: Review/ Follow Up,0
4871616860,2023-12-15 18:21:21,Task Completed: Review/ Follow Up,0
4871616860,2023-12-15 18:40:29,Email Outbound,0
4871616860,2023-12-15 18:44:49,Email Inbound,0
4871616860,2023-12-15 19:58:49,Call Session Start,1
4871616860,2023-12-31 17:14:33,Customer Chat Initiated,0
4871616860,2024-02-13 12:54:38,Call Outbound,0
4871616860,2024-02-13 12:55:52,Set No Reply Required,0
4871616860,2024-02-13 18:29:51,Call Session End,0
4871616860,2024-02-13 19:02:27,Create Work Order,0
4881717713,2023-10-04 13:54:27,Call Outbound,0
4881717713,2023-10-04 14:12:23,Set No Reply Required,0
4881717713,2023-10-04 23:36:20,Call Session End,0
4881717713,2023-10-06 01:11:53,Create Work Order,0
4881717713,2023-10-06 18:46:51,Submit Work Order,0
4881717713,2023-10-12 21:21:18,Manual Case Created,0
4881717713,2023-10-12 21:48:18,Set Case Status To Closed,0
4881717713,2023-10-28 00:29:07,Call Inbound,0
4881717713,2023-10-28 00:31:49,Set Work Order Status to Closed,0
4881717713,2023-11-07 02:54:24,Set Work Order Status to Approved,0
4881717713,2023-11-07 16:48:36,Set Work Order Status to Pending,0
4881717713,2023-11-07 17:42:48,Set Case Status To Completed,0
4881717713,2023-11-07 17:46:22,Task Created: Review/ Follow Up,0
4881717713,2023-11-13 23:39:59,Task Completed: Review/ Follow Up,0
4881717713,2023-11-13 23:44:29,Email Outbound,0
4881717713,2023-11-27 15:22:14,Email Inbound,0
4881717713,2023-11-27 17:00:33,Call Session Start,1
4881717713,2023-12-22 23:13:48,Customer Chat Initiated,0
4881717713,2023-12-22 23:13:48,Call Outbound,0
4881717713,2023-12-22 23:13:48,Set No Reply Required,0
4881717713,2023-12-22 23:13:48,Call Session End,0
4881717713,2023-12-22 23:13:48,Create Work Order,0
4881717713,2023-12-22 23:13:48,Submit Work Order,0
4881717713,2023-12-22 23:13:48,Manual Case Created,0
4881717713,2023-12-22 23:13:48,Set Case Status To Closed,0
4881717713,2023-12-22 23:13:48,Call Inbound,0
4881717713,2023-12-22 23:13:48,Set Work Order Status to Closed,0
4881717713,2023-12-22 23:13:48,Set Work Order Status to Approved,0
4881717713,2023-12-22 23:13:48,Set Work Order Status to Pending,0
4881717713,2023-12-22 23:13:48,Set Case Status To Completed,0
4881717713,2023-12-22 23:13:48,Task Created: Review/ Follow Up,0
4881717713,2023-12-22 23:13:48,Task Completed: Review/ Follow Up,0
4881717713,2023-12-22 23:13:48,Email Outbound,0
4881717713,2023-12-22 23:13:48,Email Inbound,0
4881717713,2023-12-22 23:13:48,Call Session Start,1
4881717713,2023-12-22 23:13:55,Customer Chat Initiated,0
4881717713,2024-01-08 14:20:03,Call Outbound,0
4881717713,2024-01-08 14:20:03,Set No Reply Required,0
4881717713,2024-01-08 14:20:03,Call Session End,0
4881717713,2024-01-16 14:18:35,Create Work Order,0
4901717667,2023-09-26 18:04:16,Customer Chat Initiated,0
4901717667,2023-09-26 18:04:16,Call Outbound,0
4911717697,2023-10-02 12:36:06,Email Inbound,0
4911717697,2023-10-02 12:36:07,Call Session Start,1
4911717697,2023-10-02 15:08:20,Customer Chat Initiated,0
4911717697,2023-10-02 15:08:32,Call Outbound,0
4911717697,2023-10-12 19:16:07,Set No Reply Required,0
4921616845,2023-05-19 08:11:06,Task Completed: Review/ Follow Up,0
4921616845,2023-05-19 08:11:33,Email Outbound,0
4921616845,2023-05-19 08:11:33,Email Inbound,0
4921616845,2023-05-19 08:11:33,Call Session Start,1
4921616845,2023-05-19 08:11:33,Customer Chat Initiated,0
4921616845,2023-05-19 08:11:33,Call Outbound,0
4921616845,2023-05-19 08:11:33,Set No Reply Required,0
4921616845,2023-05-19 08:11:33,Call Session End,0
4921616845,2023-05-19 08:11:33,Create Work Order,0
4921616845,2023-05-19 08:11:33,Submit Work Order,0
4921616845,2023-05-19 08:11:33,Manual Case Created,0
4921616845,2023-05-19 08:11:33,Set Case Status To Closed,0
4921616845,2023-05-19 08:11:33,Call Inbound,0
4921616845,2023-05-19 08:11:41,Set Work Order Status to Closed,0
4921616845,2023-05-19 08:11:43,Set Work Order Status to Approved,0
4921616845,2023-05-19 08:11:44,Set Work Order Status to Pending,0
4921616845,2023-05-19 08:13:07,Set Case Status To Completed,0
4921616845,2023-05-19 08:13:07,Task Created: Review/ Follow Up,0
4921616845,2023-05-19 08:13:09,Task Completed: Review/ Follow Up,0
4921616845,2023-05-19 08:13:15,Email Outbound,0
4921616845,2023-05-19 08:14:23,Email Inbound,0
4921616845,2023-05-19 08:14:23,Call Session Start,1
4921616845,2023-05-22 01:18:37,Customer Chat Initiated,0
4921616845,2023-05-22 01:18:37,Call Outbound,0
4921616845,2023-05-22 01:18:39,Set No Reply Required,0
4921616845,2023-05-30 07:19:41,Call Session End,0
4921616845,2023-05-30 07:19:41,Create Work Order,0
4921616845,2023-05-30 07:19:41,Submit Work Order,0
4921616845,2023-05-30 07:19:43,Manual Case Created,0
4921616845,2023-05-30 07:20:34,Set Case Status To Closed,0
4921616845,2023-05-30 07:20:37,Call Inbound,0
4921616845,2023-05-30 07:20:37,Set Work Order Status to Closed,0
4931717707,2023-10-03 18:50:20,Manual Case Created,0
4931717707,2023-10-03 18:50:41,Set Case Status To Closed,0
4931717707,2023-10-03 18:50:41,Call Inbound,0
4931717707,2023-10-03 18:50:41,Set Work Order Status to Closed,0
4931717707,2023-10-03 18:50:41,Set Work Order Status to Approved,0
4931717707,2023-10-03 18:50:41,Set Work Order Status to Pending,0
4931717707,2023-10-03 18:50:41,Set Case Status To Completed,0
4931717707,2023-10-03 18:50:41,Task Created: Review/ Follow Up,0
4931717707,2023-10-03 18:50:41,Task Completed: Review/ Follow Up,0
4931717707,2023-10-03 18:50:41,Email Outbound,0
4931717707,2023-10-03 18:50:41,Email Inbound,0
4931717707,2023-10-03 18:50:41,Call Session Start,1
4931717707,2023-10-03 18:50:41,Customer Chat Initiated,0
4931717707,2023-10-03 18:50:41,Call Outbound,0
4931717707,2023-10-03 18:50:41,Set No Reply Required,0
4931717707,2023-10-03 18:50:41,Call Session End,0
4931717707,2023-10-03 18:50:41,Create Work Order,0
4931717707,2023-10-03 18:50:41,Submit Work Order,0
4931717707,2023-10-03 18:50:41,Manual Case Created,0
4931717707,2023-10-03 18:50:41,Set Case Status To Closed,0
4931717707,2023-10-03 18:50:41,Call Inbound,0
4931717707,2023-10-03 18:50:41,Set Work Order Status to Closed,0
4931717707,2023-10-03 18:50:50,Set Work Order Status to Approved,0
4931717707,2023-10-03 18:54:08,Set Work Order Status to Pending,0
4931717707,2023-10-03 18:54:08,Set Case Status To Completed,0
4931717707,2023-10-03 18:54:09,Task Created: Review/ Follow Up,0
4931717707,2023-10-03 18:54:19,Task Completed: Review/ Follow Up,0
4931717707,2023-10-03 18:54:19,Email Outbound,0
4931717707,2023-10-03 18:54:19,Email Inbound,0
4931717707,2023-10-03 18:54:26,Call Session Start,1
4931717707,2023-10-03 18:54:26,Customer Chat Initiated,0
4931717707,2023-10-03 18:55:35,Call Outbound,0
4931717707,2023-10-03 18:55:35,Set No Reply Required,0
4931717707,2023-10-03 19:03:06,Call Session End,0
4931717707,2023-10-03 20:23:26,Create Work Order,0
4931717707,2023-10-04 18:43:45,Submit Work Order,0
4931717707,2023-10-04 18:43:45,Manual Case Created,0
4931717707,2023-10-16 10:29:15,Set Case Status To Closed,0
4931717707,2023-10-16 10:29:15,Call Inbound,0
4941717669,2023-09-26 22:40:12,Submit Work Order,0
4941717684,2023-09-28 19:11:53,Call Outbound,0
4971717688,2023-09-29 12:12:50,Task Created: Review/ Follow Up,0
4971717688,2023-09-29 12:12:51,Task Completed: Review/ Follow Up,0
4971717688,2023-09-29 12:29:13,Email Outbound,0
4971717688,2023-09-29 12:29:28,Email Inbound,0
4971717700,2023-10-02 21:28:34,Email Inbound,0
4971717700,2023-10-02 21:28:35,Call Session Start,1
4971717700,2023-10-03 19:16:35,Customer Chat Initiated,0
4971717700,2023-10-03 19:17:22,Call Outbound,0
4971717700,2023-10-04 20:32:14,Set No Reply Required,0
4971717700,2023-10-04 20:57:24,Call Session End,0
4971717700,2023-10-04 21:02:50,Create Work Order,0
4971717700,2023-10-05 00:18:39,Submit Work Order,0
4971717700,2023-10-05 00:25:07,Manual Case Created,0
4971717714,2023-10-04 15:36:44,Task Completed: Review/ Follow Up,0
4971717714,2023-10-04 15:36:46,Email Outbound,0
4971717714,2023-10-04 17:23:06,Email Inbound,0
4971717714,2023-10-04 17:27:14,Call Session Start,1
4971717714,2023-10-04 17:27:49,Customer Chat Initiated,0
4971717714,2023-10-04 17:31:44,Call Outbound,0
4971717714,2023-10-04 17:37:24,Set No Reply Required,0
4971717714,2023-10-04 18:37:24,Call Session End,0
4971717714,2023-10-04 20:30:57,Create Work Order,0
4971717714,2023-10-04 20:30:59,Submit Work Order,0
4971717714,2023-10-04 20:31:44,Manual Case Created,0
4971717714,2023-10-04 20:43:22,Set Case Status To Closed,0
4971717714,2023-10-04 21:43:25,Call Inbound,0
4971717714,2023-10-09 22:08:00,Set Work Order Status to Closed,0
4971717714,2023-10-09 22:08:07,Set Work Order Status to Approved,0
4971717714,2023-10-09 22:08:17,Set Work Order Status to Pending,0
4971717714,2023-10-10 12:58:19,Set Case Status To Completed,0
4971717714,2023-10-10 14:04:18,Task Created: Review/ Follow Up,0
4971717714,2023-10-20 19:35:54,Task Completed: Review/ Follow Up,0
4991717708,2023-10-03 20:12:51,Task Completed: Review/ Follow Up,0
4991717708,2023-10-03 20:12:52,Email Outbound,0
4991717708,2023-10-03 20:29:20,Email Inbound,0
4991717708,2023-10-03 20:29:28,Call Session Start,1
4991717708,2023-10-14 19:05:38,Customer Chat Initiated,0
5001616846,2023-05-19 11:53:17,Manual Case Created,0
5001616846,2023-05-19 11:53:17,Set Case Status To Closed,0
5001616877,2023-05-24 18:11:07,Set Work Order Status to Approved,0
5001616877,2023-05-24 18:12:39,Set Work Order Status to Pending,0
5001616877,2023-05-24 18:29:48,Set Case Status To Completed,0
5011717666,2023-09-26 15:41:22,Set Work Order Status to Closed,0
5011717666,2023-09-26 15:41:24,Set Work Order Status to Approved,0
5011717666,2023-09-26 16:51:21,Set Work Order Status to Pending,0
5011717666,2023-09-26 17:00:04,Set Case Status To Completed,0
5011717666,2023-09-26 17:00:16,Task Created: Review/ Follow Up,0
5011717666,2023-09-26 17:47:05,Task Completed: Review/ Follow Up,0
5011717666,2023-09-26 19:11:59,Email Outbound,0
5011717666,2023-10-06 21:28:43,Email Inbound,0
5011717694,2023-10-01 17:43:27,Email Outbound,0
5031616846,2023-05-19 09:54:11,Task Created: Review/ Follow Up,0
5031616846,2023-05-19 10:21:42,Task Completed: Review/ Follow Up,0
5031616846,2023-05-19 10:21:42,Email Outbound,0
5031616846,2023-05-19 10:21:42,Email Inbound,0
5031616846,2023-05-19 10:21:42,Call Session Start,1
5031616846,2023-05-19 10:21:42,Customer Chat Initiated,0
5031616846,2023-05-19 10:21:42,Call Outbound,0
5031616846,2023-05-19 10:21:42,Set No Reply Required,0
5031616846,2023-05-19 10:21:42,Call Session End,0
5031616846,2023-05-19 10:21:42,Create Work Order,0
5031616846,2023-05-19 10:21:42,Submit Work Order,0
5031616846,2023-05-19 10:21:42,Manual Case Created,0
5031616846,2023-05-19 10:21:42,Set Case Status To Closed,0
5031616846,2023-05-19 10:21:42,Call Inbound,0
5031616846,2023-05-19 10:21:42,Set Work Order Status to Closed,0
5031616846,2023-05-19 10:21:51,Set Work Order Status to Approved,0
5031616846,2023-05-19 10:21:53,Set Work Order Status to Pending,0
5031616846,2023-05-19 10:21:53,Set Case Status To Completed,0
5031616846,2023-05-19 10:24:36,Task Created: Review/ Follow Up,0
5031616846,2023-05-19 10:24:36,Task Completed: Review/ Follow Up,0
5031616846,2023-05-19 10:24:38,Email Outbound,0
5031616846,2023-05-19 10:24:45,Email Inbound,0
5031616846,2023-05-19 10:24:55,Call Session Start,1
5031616846,2023-05-19 10:24:55,Customer Chat Initiated,0
5031616846,2023-05-19 10:25:31,Call Outbound,0
5031616846,2023-06-01 05:52:26,Set No Reply Required,0
5031616846,2023-06-01 06:08:23,Call Session End,0
5031616846,2023-06-01 06:11:23,Create Work Order,0
5031616846,2023-06-01 09:16:01,Submit Work Order,0
5031616846,2023-07-31 09:30:14,Manual Case Created,0
5031616846,2023-07-31 09:30:14,Set Case Status To Closed,0
5031616846,2023-07-31 09:30:17,Call Inbound,0
5031717702,2023-10-03 05:50:02,Set Work Order Status to Closed,0
5031717702,2023-10-03 05:50:20,Set Work Order Status to Approved,0
5031717702,2023-10-09 01:57:34,Set Work Order Status to Pending,0
5031717702,2023-10-09 01:57:34,Set Case Status To Completed,0
5031717702,2023-10-09 01:57:34,Task Created: Review/ Follow Up,0
5031717702,2023-10-09 01:57:34,Task Completed: Review/ Follow Up,0
5031717702,2023-10-09 01:57:34,Email Outbound,0
5031717702,2023-10-09 01:57:34,Email Inbound,0
5031717702,2023-10-09 01:57:34,Call Session Start,1
5031717702,2023-10-09 01:57:34,Customer Chat Initiated,0
5031717702,2023-10-09 01:57:34,Call Outbound,0
5031717702,2023-10-09 01:57:34,Set No Reply Required,0
5031717702,2023-10-09 01:57:34,Call Session End,0
5031717702,2023-10-09 01:57:34,Create Work Order,0
5031717702,2023-10-09 01:57:34,Submit Work Order,0
5031717702,2023-10-09 01:57:34,Manual Case Created,0
5031717702,2023-10-09 01:57:34,Set Case Status To Closed,0
5031717702,2023-10-09 01:57:34,Call Inbound,0
5031717702,2023-10-09 01:57:34,Set Work Order Status to Closed,0
5031717702,2023-10-09 01:57:46,Set Work Order Status to Approved,0
5031717702,2023-10-09 01:57:46,Set Work Order Status to Pending,0
5031717702,2023-10-09 01:57:51,Set Case Status To Completed,0
5031717702,2023-10-09 01:58:59,Task Created: Review/ Follow Up,0
5031717702,2023-10-09 01:58:59,Task Completed: Review/ Follow Up,0
5031717702,2023-10-09 01:59:02,Email Outbound,0
5031717702,2023-10-09 01:59:12,Email Inbound,0
5031717702,2023-10-09 01:59:22,Call Session Start,1
5031717702,2023-10-09 01:59:22,Customer Chat Initiated,0
5031717702,2023-10-09 01:59:22,Call Outbound,0
5031717702,2023-10-09 02:15:16,Set No Reply Required,0
5031717702,2023-10-09 02:15:16,Call Session End,0
5031717702,2023-10-09 02:15:19,Create Work Order,0
5031717702,2023-10-09 21:27:02,Submit Work Order,0
5031717702,2023-10-10 05:23:15,Manual Case Created,0
5041616850,2023-05-20 07:38:22,Call Session Start,1
5041616850,2023-05-20 07:42:05,Customer Chat Initiated,0
5041616850,2023-05-20 07:45:40,Call Outbound,0
5051616858,2023-05-22 13:20:46,Email Inbound,0
5051616858,2023-05-22 13:20:47,Call Session Start,1
5081717702,2023-10-03 05:50:09,Manual Case Created,0
5081717702,2023-10-04 12:19:33,Set Case Status To Closed,0
5101717708,2023-10-03 20:54:08,Set Case Status To Completed,0
5101717708,2023-10-03 20:54:09,Task Created: Review/ Follow Up,0
5101717708,2023-10-04 14:19:27,Task Completed: Review/ Follow Up,0
5101717708,2023-10-04 14:25:22,Email Outbound,0
5101717708,2023-10-04 15:13:43,Email Inbound,0
5101717708,2023-10-04 15:14:24,Call Session Start,1
5101717708,2023-10-05 18:35:27,Customer Chat Initiated,0
5101717708,2023-10-05 18:35:41,Call Outbound,0
5101717708,2023-10-05 18:35:43,Set No Reply Required,0
5101717708,2023-10-16 19:25:58,Call Session End,0
5101717718,2023-10-05 06:05:48,Set Work Order Status to Closed,0
5101717718,2023-10-05 06:06:08,Set Work Order Status to Approved,0
5101717718,2023-10-05 06:06:08,Set Work Order Status to Pending,0
5101717718,2023-10-05 06:06:08,Set Case Status To Completed,0
5101717718,2023-10-05 06:06:08,Task Created: Review/ Follow Up,0
5101717718,2023-10-05 06:06:08,Task Completed: Review/ Follow Up,0
5101717718,2023-10-05 06:06:08,Email Outbound,0
5101717718,2023-10-05 06:06:08,Email Inbound,0
5101717718,2023-10-05 06:06:08,Call Session Start,1
5101717718,2023-10-05 06:06:08,Customer Chat Initiated,0
5101717718,2023-10-05 06:06:08,Call Outbound,0
5101717718,2023-10-05 06:06:08,Set No Reply Required,0
5101717718,2023-10-05 06:06:08,Call Session End,0
5101717718,2023-10-05 06:06:08,Create Work Order,0
5101717718,2023-10-05 06:06:22,Submit Work Order,0
5101717718,2023-10-05 06:06:32,Manual Case Created,0
5101717718,2023-10-05 06:06:34,Set Case Status To Closed,0
5101717718,2023-10-05 06:09:52,Call Inbound,0
5101717718,2023-10-05 09:41:33,Set Work Order Status to Closed,0
5101717718,2023-10-05 09:41:33,Set Work Order Status to Approved,0
5101717718,2023-10-11 08:55:04,Set Work Order Status to Pending,0
5101717718,2023-10-11 08:55:04,Set Case Status To Completed,0
5101717718,2023-10-11 08:55:06,Task Created: Review/ Follow Up,0
5101717718,2023-10-11 08:55:57,Task Completed: Review/ Follow Up,0
5101717718,2023-10-11 08:55:57,Email Outbound,0
5101717718,2023-10-11 08:56:39,Email Inbound,0
5101717718,2023-10-11 08:56:39,Call Session Start,1
5101717718,2023-10-11 08:58:18,Customer Chat Initiated,0
5101717718,2023-10-11 08:58:18,Call Outbound,0
